Order_ID,Customer_Name,Delivery_Time,Route,Distance_km,Order_Date,Delivery_Date,Delivery_Status,Delay_Reason,Price
1096,Sana Luthra,12,Mumbai-Pune,1766,11/30/2023 0:00,12/12/2023 0:00,Delayed,Route Issue,782
1097,Tushar Rajagopal,4,Delhi-Mumbai,515,9/7/2023 0:00,9/11/2023 0:00,On Time,,2354
1098,Adira Sengupta,12,Mumbai-Pune,247,7/12/2023 0:00,7/24/2023 0:00,On Time,,2479
1099,Heer Kibe,4,Pune-Mumbai,1069,4/16/2023 0:00,4/20/2023 0:00,Delayed,Traffic,2096
1100,Badal Lal,13,Delhi-Kolkata,128,7/8/2023 0:00,7/21/2023 0:00,On Time,,1072
1101,Pranay Loyal,2,Pune-Mumbai,1484,10/3/2023 0:00,10/5/2023 0:00,Delayed,Traffic,1738
1102,Shamik Dada,5,Mumbai-Bangalore,407,3/15/2023 0:00,3/20/2023 0:00,Delayed,Weather,881
1103,Devansh Madan,2,Chennai-Hyderabad,261,1/10/2023 0:00,1/12/2023 0:00,Early,,1568
1104,Manikya Sunder,14,Chennai-Hyderabad,968,5/3/2023 0:00,5/17/2023 0:00,Delayed,Route Issue,2440
1105,Ahana  D???Alia,14,Delhi-Hyderabad,951,8/4/2023 0:00,8/18/2023 0:00,On Time,,671
1106,Umang Vohra,9,Delhi-Mumbai,160,10/17/2023 0:00,10/26/2023 0:00,On Time,,1744
1107,Tejas Varma,2,Delhi-Hyderabad,224,2/9/2023 0:00,2/11/2023 0:00,On Time,,1908
1108,Purab Saxena,13,Mumbai-Bangalore,1579,7/12/2023 0:00,7/25/2023 0:00,On Time,,1618
1109,Diya Kuruvilla,7,Pune-Mumbai,1194,5/7/2023 0:00,5/14/2023 0:00,On Time,,2382
1110,Himmat Sabharwal,8,Chennai-Hyderabad,937,10/16/2023 0:00,10/24/2023 0:00,Delayed,Route Issue,543
1111,Lakshay Raj,11,Hyderabad-Chennai,1999,3/12/2023 0:00,3/23/2023 0:00,On Time,,727
1112,Pihu Krish,13,Pune-Mumbai,565,5/17/2023 0:00,5/30/2023 0:00,On Time,,1073
1113,Aradhya Thakkar,3,Pune-Mumbai,342,5/24/2023 0:00,5/27/2023 0:00,Delayed,Route Issue,816
1114,Suhana Sen,5,Mumbai-Bangalore,1613,12/20/2023 0:00,12/25/2023 0:00,On Time,,1230
1115,Anya Sarin,12,Delhi-Kolkata,1884,10/26/2023 0:00,11/7/2023 0:00,On Time,,1858
1116,Tejas Banik,4,Mumbai-Pune,1344,12/11/2023 0:00,12/15/2023 0:00,On Time,,1100
1117,Hunar Verma,14,Mumbai-Bangalore,572,9/26/2023 0:00,10/10/2023 0:00,Delayed,Traffic,1123
1118,Zoya Ahuja,14,Mumbai-Pune,1058,5/19/2023 0:00,6/2/2023 0:00,Delayed,Route Issue,2242
1119,Devansh Bhavsar,10,Chennai-Hyderabad,632,2/21/2023 0:00,3/3/2023 0:00,Delayed,Traffic,966
1120,Shanaya Lanka,8,Mumbai-Bangalore,593,1/17/2023 0:00,1/25/2023 0:00,On Time,,2402
1121,Himmat Karan,3,Mumbai-Pune,998,6/14/2023 0:00,6/17/2023 0:00,Delayed,Route Issue,2341
1122,Advika Thaman,12,Delhi-Hyderabad,181,1/13/2023 0:00,1/25/2023 0:00,On Time,,2238
1123,Kabir Gara,13,Mumbai-Bangalore,955,7/9/2023 0:00,7/22/2023 0:00,On Time,,796
1124,Hansh Gill,7,Chennai-Hyderabad,978,12/6/2023 0:00,12/13/2023 0:00,On Time,,1044
1125,Jhanvi Dora,10,Mumbai-Bangalore,1645,12/19/2023 0:00,12/29/2023 0:00,On Time,,988
1126,Anvi D???Alia,13,Chennai-Hyderabad,1022,12/28/2023 0:00,1/10/2024 0:00,On Time,,1519
1127,Aayush Ramaswamy,4,Mumbai-Bangalore,111,12/18/2023 0:00,12/22/2023 0:00,Delayed,Route Issue,714
1128,Ishaan Kala,12,Mumbai-Pune,1386,9/21/2023 0:00,10/3/2023 0:00,On Time,,2047
1129,Neelofar Vyas,7,Delhi-Kolkata,1780,11/8/2023 0:00,11/15/2023 0:00,On Time,,1525
1130,Dhruv Joshi,4,Kolkata-Chennai,548,8/9/2023 0:00,8/13/2023 0:00,On Time,,2398
1131,Divit Boase,4,Mumbai-Pune,1315,4/14/2023 0:00,4/18/2023 0:00,On Time,,1160
1132,Elakshi Korpal,5,Delhi-Mumbai,861,12/5/2023 0:00,12/10/2023 0:00,On Time,,1153
1133,Nehmat Jha,10,Bangalore-Chennai,1237,7/17/2023 0:00,7/27/2023 0:00,Delayed,Weather,1301
1134,Indrajit Yadav,12,Delhi-Kolkata,125,10/27/2023 0:00,11/8/2023 0:00,Delayed,Weather,1730
1135,Urvi Aurora,14,Delhi-Hyderabad,1906,12/25/2023 0:00,1/8/2024 0:00,Delayed,Weather,840
1136,Anay Wason,9,Pune-Mumbai,1622,6/18/2023 0:00,6/27/2023 0:00,Delayed,Weather,1203
1137,Hridaan Goswami,2,Mumbai-Pune,607,5/29/2023 0:00,5/31/2023 0:00,On Time,,906
1138,Hridaan Kamdar,14,Mumbai-Bangalore,1668,9/6/2023 0:00,9/20/2023 0:00,Delayed,Route Issue,1352
1139,Jayant Shanker,13,Mumbai-Pune,161,9/13/2023 0:00,9/26/2023 0:00,On Time,,805
1140,Advika Ramesh,12,Hyderabad-Chennai,328,2/11/2023 0:00,2/23/2023 0:00,On Time,,2030
1141,Jivin Ramakrishnan,2,Delhi-Kolkata,1938,7/21/2023 0:00,7/23/2023 0:00,On Time,,2433
1142,Tarini Viswanathan,8,Kolkata-Chennai,706,9/1/2023 0:00,9/9/2023 0:00,On Time,,1992
1143,Romil Ramakrishnan,4,Delhi-Hyderabad,1158,6/6/2023 0:00,6/10/2023 0:00,On Time,,2287
1144,Amira Kata,12,Hyderabad-Chennai,1828,10/13/2023 0:00,10/25/2023 0:00,On Time,,2239
1145,Siya Sura,8,Chennai-Hyderabad,1579,10/9/2023 0:00,10/17/2023 0:00,On Time,,1373
1146,Mannat Goswami,10,Hyderabad-Chennai,1711,8/26/2023 0:00,9/5/2023 0:00,Delayed,Route Issue,2081
1147,Himmat Anand,4,Mumbai-Pune,990,1/19/2023 0:00,1/23/2023 0:00,On Time,,2409
1148,Zara Rama,4,Delhi-Hyderabad,1625,2/22/2023 0:00,2/26/2023 0:00,On Time,,994
1149,Vivaan Wali,3,Mumbai-Pune,860,3/26/2023 0:00,3/29/2023 0:00,Delayed,Route Issue,1784
1150,Navya Rajagopalan,11,Chennai-Hyderabad,694,9/30/2023 0:00,10/11/2023 0:00,On Time,,1077
1151,Aaryahi Saini,2,Pune-Mumbai,1148,12/26/2023 0:00,12/28/2023 0:00,Delayed,Route Issue,2185
1152,Seher Gole,10,Delhi-Hyderabad,1692,8/1/2023 0:00,8/11/2023 0:00,Delayed,Weather,2105
1153,Umang Jayaraman,7,Pune-Mumbai,1155,12/27/2023 0:00,1/3/2024 0:00,On Time,,1887
1154,Divit Gandhi,7,Delhi-Kolkata,1954,4/14/2023 0:00,4/21/2023 0:00,On Time,,2037
1155,Shlok Ghosh,9,Delhi-Kolkata,1135,7/11/2023 0:00,7/20/2023 0:00,On Time,,1040
1156,Arhaan Manne,12,Pune-Mumbai,1442,6/26/2023 0:00,7/8/2023 0:00,On Time,,1267
1157,Prisha Amble,6,Delhi-Kolkata,1968,5/27/2023 0:00,6/2/2023 0:00,On Time,,2096
1158,Taimur Bhagat,10,Delhi-Hyderabad,1727,3/22/2023 0:00,4/1/2023 0:00,On Time,,2135
1159,Eva Swaminathan,12,Mumbai-Bangalore,100,7/12/2023 0:00,7/24/2023 0:00,On Time,,1395
1160,Kartik Tripathi,6,Delhi-Mumbai,1558,2/6/2023 0:00,2/12/2023 0:00,On Time,,954
1161,Lavanya Kuruvilla,3,Delhi-Kolkata,1961,11/22/2023 0:00,11/25/2023 0:00,On Time,,1667
1162,Himmat Sandal,7,Delhi-Kolkata,1259,6/3/2023 0:00,6/10/2023 0:00,Delayed,Route Issue,1715
1163,Divyansh Chakrabarti,10,Mumbai-Pune,1319,5/10/2023 0:00,5/20/2023 0:00,On Time,,2388
1164,Purab Mani,4,Pune-Mumbai,232,2/28/2023 0:00,3/4/2023 0:00,Delayed,Traffic,1876
1165,Mannat Tata,11,Bangalore-Chennai,185,8/12/2023 0:00,8/23/2023 0:00,On Time,,2305
1166,Ryan Kata,5,Kolkata-Chennai,1599,9/6/2023 0:00,9/11/2023 0:00,Delayed,Weather,798
1167,Hunar Toor,11,Hyderabad-Chennai,1930,8/28/2023 0:00,9/8/2023 0:00,On Time,,1983
1168,Ranbir Anand,12,Delhi-Kolkata,1914,10/20/2023 0:00,11/1/2023 0:00,On Time,,926
1169,Divij Konda,9,Hyderabad-Chennai,1447,10/14/2023 0:00,10/23/2023 0:00,On Time,,2361
1170,Pihu Bahri,7,Delhi-Hyderabad,1303,7/23/2023 0:00,7/30/2023 0:00,On Time,,2346
1171,Farhan Goyal,14,Bangalore-Chennai,615,4/9/2023 0:00,4/23/2023 0:00,On Time,,1215
1172,Piya Sami,8,Kolkata-Chennai,1761,12/16/2023 0:00,12/24/2023 0:00,On Time,,1256
1173,Nehmat Dugal,8,Pune-Mumbai,274,6/25/2023 0:00,7/3/2023 0:00,On Time,,530
1174,Jivika Krish,5,Delhi-Mumbai,862,9/19/2023 0:00,9/24/2023 0:00,On Time,,831
1175,Oorja Ram,13,Kolkata-Chennai,1144,9/28/2023 0:00,10/11/2023 0:00,On Time,,2493
1176,Parinaaz Dixit,7,Kolkata-Chennai,1096,5/23/2023 0:00,5/30/2023 0:00,On Time,,2459
1177,Yuvaan Rana,13,Delhi-Mumbai,1228,7/8/2023 0:00,7/21/2023 0:00,On Time,,1934
1178,Dhruv Kohli,10,Mumbai-Bangalore,677,9/29/2023 0:00,10/9/2023 0:00,Early,,551
1179,Manikya Chopra,4,Pune-Mumbai,1566,1/20/2023 0:00,1/24/2023 0:00,On Time,,1907
1180,Pihu Mander,9,Mumbai-Pune,1898,11/29/2023 0:00,12/8/2023 0:00,Delayed,Weather,742
1181,Eva Khare,8,Hyderabad-Chennai,148,10/27/2023 0:00,11/4/2023 0:00,On Time,,1274
1182,Mahika Kapoor,5,Delhi-Kolkata,627,2/15/2023 0:00,2/20/2023 0:00,On Time,,1185
1183,Priyansh Sunder,11,Kolkata-Chennai,244,4/5/2023 0:00,4/16/2023 0:00,On Time,,2135
1184,Kismat Ramanathan,14,Delhi-Hyderabad,1463,3/5/2023 0:00,3/19/2023 0:00,On Time,,1940
1185,Miraan Kamdar,4,Delhi-Mumbai,861,5/11/2023 0:00,5/15/2023 0:00,Delayed,Route Issue,1998
1186,Divyansh Sethi,8,Hyderabad-Chennai,1978,1/9/2023 0:00,1/17/2023 0:00,On Time,,1915
1187,Jayant Vohra,11,Bangalore-Chennai,1477,7/22/2023 0:00,8/2/2023 0:00,Delayed,Route Issue,1912
1188,Jayant Das,10,Delhi-Mumbai,1198,10/25/2023 0:00,11/4/2023 0:00,On Time,,1072
1189,Gatik Behl,13,Bangalore-Chennai,1925,6/23/2023 0:00,7/6/2023 0:00,On Time,,2491
1190,Fateh Kamdar,11,Pune-Mumbai,1028,3/14/2023 0:00,3/25/2023 0:00,On Time,,1371
1191,Stuvan Dugar,4,Kolkata-Chennai,893,3/25/2023 0:00,3/29/2023 0:00,On Time,,1199
1192,Piya Dugal,11,Delhi-Hyderabad,1701,2/28/2023 0:00,3/11/2023 0:00,On Time,,1992
1193,Madhav Ram,10,Delhi-Kolkata,1760,1/21/2023 0:00,1/31/2023 0:00,On Time,,1931
1194,Tara Desai,14,Bangalore-Chennai,418,6/6/2023 0:00,6/20/2023 0:00,On Time,,1018
1195,Samar Dhar,9,Hyderabad-Chennai,1210,11/15/2023 0:00,11/24/2023 0:00,Early,,1712
1196,Prisha Kalla,13,Mumbai-Bangalore,1676,11/25/2023 0:00,12/8/2023 0:00,On Time,,1094
1197,Mishti Mallick,4,Pune-Mumbai,797,3/2/2023 0:00,3/6/2023 0:00,Delayed,Weather,1874
1198,Vivaan Karnik,9,Mumbai-Bangalore,1989,3/5/2023 0:00,3/14/2023 0:00,On Time,,2455
1199,Taran Goda,13,Pune-Mumbai,946,11/21/2023 0:00,12/4/2023 0:00,On Time,,782
1200,Rania Din,5,Mumbai-Pune,1901,6/17/2023 0:00,6/22/2023 0:00,Delayed,Weather,2159
1201,Dhruv Majumdar,7,Hyderabad-Chennai,882,7/22/2023 0:00,7/29/2023 0:00,Delayed,Weather,1680
1202,Divit Wagle,13,Mumbai-Bangalore,141,5/9/2023 0:00,5/22/2023 0:00,On Time,,1098
1203,Romil Mand,11,Delhi-Hyderabad,1216,9/2/2023 0:00,9/13/2023 0:00,On Time,,647
1204,Siya Walla,3,Kolkata-Chennai,1820,4/16/2023 0:00,4/19/2023 0:00,On Time,,569
1205,Shray Joshi,9,Delhi-Mumbai,1850,11/17/2023 0:00,11/26/2023 0:00,Delayed,Route Issue,2495
1206,Misha Rao,14,Delhi-Kolkata,1630,5/2/2023 0:00,5/16/2023 0:00,On Time,,1893
1207,Baiju Dugal,10,Kolkata-Chennai,628,11/14/2023 0:00,11/24/2023 0:00,Delayed,Traffic,2111
1208,Charvi Sundaram,8,Kolkata-Chennai,1388,7/1/2023 0:00,7/9/2023 0:00,On Time,,2149
1209,Amira Edwin,9,Pune-Mumbai,1749,4/13/2023 0:00,4/22/2023 0:00,On Time,,2038
1210,Farhan Mallick,8,Delhi-Hyderabad,391,11/12/2023 0:00,11/20/2023 0:00,Delayed,Route Issue,733
1211,Umang Bail,12,Pune-Mumbai,1068,10/29/2023 0:00,11/10/2023 0:00,Early,,1178
1212,Veer Kala,11,Chennai-Hyderabad,1587,9/18/2023 0:00,9/29/2023 0:00,On Time,,2134
1213,Nakul Kapoor,5,Bangalore-Chennai,1927,4/23/2023 0:00,4/28/2023 0:00,Delayed,Traffic,1135
1214,Anvi Dhar,2,Delhi-Kolkata,1683,3/11/2023 0:00,3/13/2023 0:00,Delayed,Weather,966
1215,Madhav Khatri,4,Bangalore-Chennai,1942,6/9/2023 0:00,6/13/2023 0:00,Delayed,Weather,1056
1216,Ishita Jhaveri,8,Delhi-Mumbai,196,8/28/2023 0:00,9/5/2023 0:00,Early,,1393
1217,Pihu Kadakia,12,Chennai-Hyderabad,1218,1/11/2023 0:00,1/23/2023 0:00,On Time,,1335
1218,Riya Ahuja,12,Hyderabad-Chennai,1449,5/18/2023 0:00,5/30/2023 0:00,Delayed,Route Issue,1810
1219,Nirvaan Sandhu,8,Delhi-Mumbai,173,6/16/2023 0:00,6/24/2023 0:00,Delayed,Weather,1117
1220,Abram Vasa,12,Delhi-Mumbai,1459,9/4/2023 0:00,9/16/2023 0:00,On Time,,1817
1221,Mohanlal Divan,14,Mumbai-Pune,1191,12/20/2023 0:00,1/3/2024 0:00,On Time,,2004
1222,Darshit Srivastava,4,Delhi-Kolkata,857,1/31/2023 0:00,2/4/2023 0:00,On Time,,633
1223,Aaryahi Yogi,2,Pune-Mumbai,1200,1/12/2023 0:00,1/14/2023 0:00,Delayed,Traffic,507
1224,Saira Sule,11,Delhi-Hyderabad,307,8/31/2023 0:00,9/11/2023 0:00,Delayed,Route Issue,527
1225,Umang Sabharwal,10,Bangalore-Chennai,1889,4/18/2023 0:00,4/28/2023 0:00,On Time,,1282
1226,Kartik Karnik,13,Delhi-Mumbai,1344,12/2/2023 0:00,12/15/2023 0:00,On Time,,2258
1227,Urvi Deshpande,7,Bangalore-Chennai,1385,11/19/2023 0:00,11/26/2023 0:00,On Time,,2043
1228,Emir Lad,14,Bangalore-Chennai,509,7/13/2023 0:00,7/27/2023 0:00,On Time,,1833
1229,Baiju Choudhary,14,Hyderabad-Chennai,430,11/4/2023 0:00,11/18/2023 0:00,On Time,,2169
1230,Anaya Zacharia,13,Delhi-Kolkata,443,5/13/2023 0:00,5/26/2023 0:00,On Time,,1040
1231,Lakshit Varkey,8,Delhi-Kolkata,1088,10/8/2023 0:00,10/16/2023 0:00,Delayed,Weather,1126
1232,Riya Devi,2,Mumbai-Bangalore,870,10/18/2023 0:00,10/20/2023 0:00,On Time,,2017
1233,Jivika Lall,2,Kolkata-Chennai,1943,6/12/2023 0:00,6/14/2023 0:00,Early,,1557
1234,Zoya Kadakia,5,Delhi-Kolkata,173,10/5/2023 0:00,10/10/2023 0:00,On Time,,506
1235,Urvi Sachdev,8,Bangalore-Chennai,1760,7/22/2023 0:00,7/30/2023 0:00,Early,,539
1236,Aaryahi Dugar,12,Pune-Mumbai,1823,4/6/2023 0:00,4/18/2023 0:00,On Time,,1853
